dataset,assignment,id,link,start,code
Fall2016,guess3Lab,e72bed04-a73e-43b2-969e-0e527c0d2454,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=e72bed04-a73e-43b2-969e-0e527c0d2454&start=299708&end=310986&snapshots=true,299708,305413
Fall2016,guess3Lab,e78ba398-08d3-40c1-bda6-493742869595,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=e78ba398-08d3-40c1-bda6-493742869595&start=299714&end=319593&snapshots=true,299714,305884
Fall2016,guess3Lab,e799384a-b33f-4914-8244-5dde5502fb40,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=e799384a-b33f-4914-8244-5dde5502fb40&start=263742&end=277545&snapshots=true,263742,270372
Fall2016,guess3Lab,ed4af93e-85eb-423c-ab2f-6828fa42717e,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=ed4af93e-85eb-423c-ab2f-6828fa42717e&start=270447&end=284232&snapshots=true,270447,270447
Fall2016,guess3Lab,f0bbab7e-fc43-400a-ab79-2ee8a37b15a8,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=f0bbab7e-fc43-400a-ab79-2ee8a37b15a8&start=286017&end=297977&snapshots=true,286017,288058
Fall2016,guess3Lab,f2e2e297-0637-4c4b-b68d-1f9f2c9ce0c8,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=f2e2e297-0637-4c4b-b68d-1f9f2c9ce0c8&start=328048&end=339346&snapshots=true,328048,328048
Fall2016,guess3Lab,f5cad866-4890-4787-8ca2-7d73d3f73b3d,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=f5cad866-4890-4787-8ca2-7d73d3f73b3d&start=305599&end=320289&snapshots=true,305599,305599
Fall2016,guess3Lab,f6305e1f-3a11-4cce-ba7b-317a39eb7b16,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=f6305e1f-3a11-4cce-ba7b-317a39eb7b16&start=298356&end=299038&snapshots=true,298356,298356
Fall2016,guess3Lab,f91737eb-3c2b-453b-a950-be4517130c9c,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=f91737eb-3c2b-453b-a950-be4517130c9c&start=270431&end=284325&snapshots=true,270431,270431
Fall2016,guess3Lab,fb773866-d862-4252-a273-afa5d6aad035,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=fb773866-d862-4252-a273-afa5d6aad035&start=306088&end=320111&snapshots=true,306088,306088
